subset,name,cardNumber,isInsert,rarity,frontImageUrl,backImageUrl,description,price
Welcome to Brooklyn Postcard,Dumbo,WB-11,true,,,,,
Welcome to Brooklyn Postcard,Downtown Brooklyn,WB-12,true,,,,,
Welcome to Brooklyn Postcard,Dyker Heights,WB-13,true,,,,,
Welcome to Brooklyn Postcard,Williamsburg,WB-14,true,,,,,
Welcome to Brooklyn Postcard,Flatbush,WB-15,true,,,,,
Welcome to Brooklyn Postcard,Fort Greene,WB-16,true,,,,,
Welcome to Brooklyn Postcard,Gowanus,WB-17,true,,,,,
Welcome to Brooklyn Postcard,Greenpoint,WB-18,true,,,,,
Welcome to Brooklyn Postcard,Manhattan Beach,WB-19,true,,,,,
Welcome to Brooklyn Postcard,Park Slope,WB-20,true,,,,,
Welcome to Brooklyn Postcard,Prospect Heights,WB-21,true,,,,,
Welcome to Brooklyn Postcard,Prospect Park,WB-22,true,,,,,
Welcome to Brooklyn Postcard,Bensonhurst,WB-23,true,,,,,
Welcome to Brooklyn Postcard,Sheepshead Bay,WB-24,true,,,,,
Welcome to Brooklyn Postcard,Sunset Park,WB-25,true,,,,,
Team Cap,Winter Soldier,TC-1,true,,,,,
Team Cap,Falcon,TC-2,true,,,,,
Team Cap,Iron Fist,TC-3,true,,,,,
Team Cap,Thor,TC-4,true,,,,,
Team Cap,Black Widow,TC-5,true,,,,,
Team Cap,Namor,TC-6,true,,,,,
Team Cap,Captain Marvel,TC-7,true,,,,,
Team Cap,Hawkeye,TC-8,true,,,,,
Team Cap,Hercules,TC-9,true,,,,,
Team Cap,Luke Cage,TC-10,true,,,,,
Team Cap,Wolverine,TC-11,true,,,,,
Team Cap,Spider-Man,TC-12,true,,,,,
Team Cap,Cable,TC-13,true,,,,,
Team Cap,Black Panther,TC-14,true,,,,,
Team Cap,Human Torch,TC-15,true,,,,,
Team Cap,Nick Fury,TC-16,true,,,,,
Team Cap,Cyclops,TC-17,true,,,,,
Team Cap,Daredevil,TC-18,true,,,,,
Team Cap,Doctor Strange,TC-19,true,,,,,
Team Cap,Professor X,TC-20,true,,,,,
Team Cap,Ghost Rider,TC-21,true,,,,,
Team Cap,Beast,TC-22,true,,,,,
Team Cap,Scarlet Witch,TC-23,true,,,,,
Team Cap,Jessica Jones,TC-24,true,,,,,
Team Cap,Vision,TC-25,true,,,,,
Living Legend,Avengers (1963) #4,NH-1,true,,,,,
Living Legend,Captain America (1968) #117,NH-2,true,,,,,
Living Legend,Captain America (1968) #332,NH-3,true,,,,,
Living Legend,Captain America (1968) #109,NH-4,true,,,,,
Living Legend,Captain America (1968) #354,NH-5,true,,,,,
Living Legend,Thor (1966) #390,NH-6,true,,,,,
Living Legend,Strange Tales (1951) #114,NH-7,true,,,,,
Living Legend,Captain America (1968) #110,NH-8,true,,,,,
Living Legend,Captain America (1968) #208,NH-9,true,,,,,
Living Legend,Captain America (1968) #100,NH-10,true,,,,,
Living Legend,Invaders (1975) #3,NH-11,true,,,,,
Living Legend,Captain America (1968) #230,NH-12,true,,,,,
Living Legend,Captain America (1968) #218,NH-13,true,,,,,
Living Legend,Captain America (1968) #251,NH-14,true,,,,,
Living Legend,Fear Itself (2010) #7,NH-15,true,,,,,
Living Legend,All Winners (1941) #2,NH-16,true,,,,,
Living Legend,Marvel Mystery Comics (1939) #84,NH-17,true,,,,,
Living Legend,Avengers (1963) #117,NH-18,true,,,,,
Living Legend,Amazing Spider-Man (1963) #187,NH-19,true,,,,,
Living Legend,Defenders (1972) #106,NH-20,true,,,,,
Living Legend,Tales of Suspense (1959) #63,NH-21,true,,,,,
Living Legend,Captain America (1968) #337,NH-22,true,,,,,
Living Legend,Captain America (1968) #171,NH-23,true,,,,,
Living Legend,Captain America (1968) #137,NH-24,true,,,,,
Living Legend,Uncanny X-Men (1963) #268,NH-25,true,,,,,
Topps Distinguished Service,Captain America,DS-1,true,,,,,
Topps Distinguished Service,Bucky Barnes,DS-2,true,,,,,
Topps Distinguished Service,War Machine,DS-3,true,,,,,
Topps Distinguished Service,Captain Marvel,DS-4,true,,,,,
Topps Distinguished Service,Peggy Carter,DS-5,true,,,,,
Topps Distinguished Service,Yelena Belova,DS-6,true,,,,,
Topps Distinguished Service,Colonel Chester Phillips,DS-7,true,,,,,
Topps Distinguished Service,Captain America,DS-8,true,,,,,
Topps Distinguished Service,Nick Fury,DS-9,true,,,,,
Topps Distinguished Service,Thaddeus Ross,DS-10,true,,,,,
Topps Distinguished Service,Moon Knight,DS-11,true,,,,,
Topps Distinguished Service,Wolverine,DS-12,true,,,,,
Topps Distinguished Service,Black Widow,DS-13,true,,,,,
Topps Distinguished Service,John F. Walker,DS-14,true,,,,,
Topps Distinguished Service,Falcon,DS-15,true,,,,,
Topps Distinguished Service,Hawkeye,DS-16,true,,,,,
Topps Distinguished Service,Isaiah Bradley,DS-17,true,,,,,
Topps Distinguished Service,Abomination,DS-18,true,,,,,
Topps Distinguished Service,Bullseye,DS-19,true,,,,,
Topps Distinguished Service,Red Guardian,DS-20,true,,,,,
Topps Distinguished Service,Maria Hill,DS-21,true,,,,,
Topps Distinguished Service,The Thing,DS-22,true,,,,,
Topps Distinguished Service,Sharon Carter,DS-23,true,,,,,
Topps Distinguished Service,Dum Dum Dugan,DS-24,true,,,,,
Topps Distinguished Service,Agent Coulson,DS-25,true,,,,,
You Are Worthy,Thor,AW-1,true,,,,,
You Are Worthy,Thor,AW-2,true,,,,,
You Are Worthy,Mighty Thor,AW-3,true,,,,,
You Are Worthy,Mighty Thor,AW-4,true,,,,,
You Are Worthy,Beta Ray Bill,AW-5,true,,,,,
You Are Worthy,Captain America,AW-6,true,,,,,
You Are Worthy,Captain America,AW-7,true,,,,,
You Are Worthy,Captain America,AW-8,true,,,,,
You Are Worthy,Captain America,AW-9,true,,,,,
You Are Worthy,Captain America,AW-10,true,,,,,
Born on the 4th of July,Captain America,FOJ-1,true,,,,,
Born on the 4th of July,Captain America,FOJ-2,true,,,,,
Born on the 4th of July,Captain America,FOJ-3,true,,,,,
Born on the 4th of July,Captain America,FOJ-4,true,,,,,
Born on the 4th of July,Captain America,FOJ-5,true,,,,,
Born on the 4th of July,Captain America,FOJ-6,true,,,,,
Born on the 4th of July,Captain America,FOJ-7,true,,,,,
Born on the 4th of July,Captain America,FOJ-8,true,,,,,
Born on the 4th of July,Captain America,FOJ-9,true,,,,,
Born on the 4th of July,Captain America,FOJ-10,true,,,,,
Brooklyn Statue,Steve Rogers,CBS-1,true,,,,,
Brooklyn Statue,Steve Rogers,CBS-2,true,,,,,
Brooklyn Statue,Steve Rogers,CBS-3,true,,,,,
Brooklyn Statue,Bucky Barnes,CBS-4,true,,,,,
Brooklyn Statue,Sam Wilson,CBS-5,true,,,,,
MCU Autographs,Anthony Mackie as Captain America,MUA-AM,true,,,,,
MCU Autographs,Andy Serkis as Ulysses Klaue,MUA-AS,true,,,,,
MCU Autographs,Aaron Taylor-Johnson as Pietro Maximoff,MUA-ATJ,true,,,,,
MCU Autographs,Bradley Cooper as Rocket,MUA-BC,true,,,,,
MCU Autographs,Brie Larson as Captain Marvel,MUA-BL,true,,,,,
MCU Autographs,Bruno Ricci as Jacques Dernier,MUA-BR,true,,,,,
MCU Autographs,Chris Evans as Captain America,MUA-CE,true,,,,,
MCU Autographs,Clark Gregg as Agent Coulson,MUA-CG,true,,,,,
MCU Autographs,Carl Lumbly as Isaiah Bradley,MUA-CL,true,,,,,
MCU Autographs,Cobie Smulders as Maria Hill,MUA-CS,true,,,,,
MCU Autographs,Dominic Cooper as Howard Stark,MUA-DC,true,,,,,
MCU Autographs,Don Cheadle as War Machine,MUA-DCH,true,,,,,
MCU Autographs,Derek Luke as Gabe Jones,MUA-DL,true,,,,,
MCU Autographs,Danny Ramirez as Falcon,MUA-DR,true,,,,,
MCU Autographs,Erin Kellyman as Karli Morgenthau,MUA-EK,true,,,,,
MCU Autographs,Evangeline Lilly as The Wasp,MUA-EL,true,,,,,
MCU Autographs,Elizabeth Olsen as Wanda Maximoff,MUA-EO,true,,,,,
MCU Autographs,Frank Grillo as Crossbones,MUA-FG,true,,,,,
MCU Autographs,Giancarlo Esposito as Sidewinder,MUA-GE,true,,,,,
MCU Autographs,Hayley Atwell as Peggy Carter,MUA-HA,true,,,,,
MCU Autographs,Harrison Ford as Red Hulk,MUA-HF,true,,,,,
MCU Autographs,Hugh Jackman as Wolverine,MUA-HJ,true,,,,,
MCU Autographs,Josh Brolin as Thanos,MUA-JB,true,,,,,
MCU Autographs,JJ Feild as James Montgomery Falsworth,MUA-JJF,true,,,,,
MCU Autographs,Julia Louis-Dreyfus as Valentina Allegra de Fontaine,MUA-JLD,true,,,,,
MCU Autographs,Jeremy Renner as Hawkeye,MUA-JR,true,,,,,
MCU Autographs,Kenneth Choi as Jim Morita,MUA-KC,true,,,,,
MCU Autographs,Karen Gillan as Nebula,MUA-KG,true,,,,,
MCU Autographs,Lewis Pullman as Sentry,MUA-LP,true,,,,,
MCU Autographs,Michael B. Jordan as Erik Killmonger,MUA-MBJ,true,,,,,
MCU Autographs,Natalie Dormer as Private Lorraine,MUA-ND,true,,,,,
MCU Autographs,Neal McDonough as Dum Dum Dugan,MUA-NM,true,,,,,
MCU Autographs,Paul Bettany as Vision,MUA-PB,true,,,,,
MCU Autographs,Pom Klementieff as Mantis,MUA-PK,true,,,,,
MCU Autographs,Paul Rudd as Ant-Man,MUA-PR,true,,,,,
MCU Autographs,Richard Armitage as Heinz Kruger,MUA-RA,true,,,,,
MCU Autographs,Shira Haas as Ruth Bat-Seraph,MUA-SH,true,,,,,
MCU Autographs,Samuel L. Jackson as Nick Fury,MUA-SLJ,true,,,,,
MCU Autographs,Sebastian Stan as Bucky Barnes,MUA-SS,true,,,,,
MCU Autographs,Shaun Toub as Dr. Ho Yinsen,MUA-STB,true,,,,,
MCU Autographs,Stellan Skarsgård as Dr. Erik Selvig,MUA-STS,true,,,,,
MCU Autographs,Wyatt Russell as John F. Walker,MUA-WR,true,,,,,
MCU Dual Autographs,Hayley Atwell,MDA-EA,true,,,,,
MCU Dual Autographs,Anthony Mackie,MDA-EM,true,,,,,
MCU Dual Autographs,Wyatt Russell,MDA-HR,true,,,,,
MCU Dual Autographs,Clark Gregg,MDA-JG,true,,,,,
MCU Dual Autographs,Cobie Smulders,MDA-LJM,true,,,,,
MCU Dual Autographs,Carl Lumbly,MDA-ML,true,,,,,
MCU Dual Autographs,Danny Ramirez,MDA-MR,true,,,,,
MCU Dual Autographs,Sebastian Stan,MDA-MS,true,,,,,
MCU Dual Autographs,Chris Evans,MDA-SM,true,,,,,
MCU Triple Autographs,Hayley Atwell,MTA-AEC,true,,,,,
MCU Triple Autographs,Chris Evans,MTA-ESM,true,,,,,
MCU Triple Autographs,Anthony Mackie,MTA-MLR,true,,,,,
MCU Triple Autographs,Elizabeth Olsen,MTA-MRO,true,,,,,
MCU Triple Autographs,Don Cheadle,MTA-MST,true,,,,,
MCU Triple Autographs,Sebastian Stan,MTA-SRH,true,,,,,
Comic Creator Autographs,Adam Kubert,CCA-AK,true,,,,,
Comic Creator Autographs,Esad Ribic,CCA-ER,true,,,,,
Comic Creator Autographs,Lucio Parrillo,CCA-LP,true,,,,,
Comic Creator Autographs,Mike Deodato,CCA-MD,true,,,,,
Comic Creator Autographs,Mike McKone,CCA-MK,true,,,,,
Comic Creator Autographs,Marc Silvestri,CCA-MS,true,,,,,
Comic Creator Autographs,Paco Medina,CCA-PM,true,,,,,
Comic Creator Autographs,Ryan Brown,CCA-RB,true,,,,,
Comic Creator Autographs,Ryan Stegman,CCA-RS,true,,,,,
Comic Creator Autographs,Steve McNiven,CCA-SM,true,,,,,
Sketch Card Artists,Adam Braun,AB,true,,,,,
Sketch Card Artists,Adam Fields,AF1,true,,,,,
Sketch Card Artists,Alessandro Micelli,AM,true,,,,,
Sketch Card Artists,Andrew Fernandes,AF2,true,,,,,
Sketch Card Artists,Antni Ellison,AE,true,,,,,
Sketch Card Artists,Ariel Aguire,AA,true,,,,,
Sketch Card Artists,Ash,AS,true,,,,,
Sketch Card Artists,Bella Rachlin,BR,true,,,,,
Sketch Card Artists,BLANCAS,BL,true,,,,,
Sketch Card Artists,Charlie Cody,CC,true,,,,,
Sketch Card Artists,Chris Meeks,CM,true,,,,,
Sketch Card Artists,Cisco Rivera,CR,true,,,,,
Sketch Card Artists,Court,CO,true,,,,,
Sketch Card Artists,Daniel Farruggia,DF,true,,,,,
Sketch Card Artists,Darrin Pepe,DP,true,,,,,
Sketch Card Artists,DRE,DR1,true,,,,,
Sketch Card Artists,Duke,DU,true,,,,,
Sketch Card Artists,DYJ,DY,true,,,,,
Sketch Card Artists,Dylan Riley,DR2,true,,,,,
Sketch Card Artists,Elvin A. Hernandez,EAH,true,,,,,
Sketch Card Artists,Eric Lehtonen,EL,true,,,,,
Sketch Card Artists,Frank A. Kadar,FAK,true,,,,,
Sketch Card Artists,Fresia,FR,true,,,,,
Sketch Card Artists,Gary Shipman,GS,true,,,,,
Sketch Card Artists,Gerry Garcia Jr,GGJ,true,,,,,
Sketch Card Artists,Getatom,GE,true,,,,,
Sketch Card Artists,Greg Treize,GT,true,,,,,
Sketch Card Artists,Hector Barros,HB,true,,,,,
Sketch Card Artists,Hugh Vogt,HV,true,,,,,
Sketch Card Artists,Isiah Xavier Bradley,IXB,true,,,,,
Sketch Card Artists,Jason Christner,JC1,true,,,,,
Sketch Card Artists,Jason Crosby,JC2,true,,,,,
Sketch Card Artists,Jason Queen,JQ,true,,,,,
Sketch Card Artists,Jason Rodriguez,JR,true,,,,,
Sketch Card Artists,Jay Peteranetz,JP,true,,,,,
Sketch Card Artists,Jim O'Riley,JO,true,,,,,
Sketch Card Artists,John-Paul Howard,JH,true,,,,,
Sketch Card Artists,Kevin Norman,KN,true,,,,,
Sketch Card Artists,LENO,LE,true,,,,,
Sketch Card Artists,Loc Nguyen,LN,true,,,,,
Sketch Card Artists,Louis Womble,LW,true,,,,,
Sketch Card Artists,Lucas,LU,true,,,,,
Sketch Card Artists,Marcia Dye,MD,true,,,,,
Sketch Card Artists,Marcus D. Newsome,MDN,true,,,,,
Sketch Card Artists,Matthew Lopez,ML,true,,,,,
Sketch Card Artists,Michael Mastermaker,MM,true,,,,,
Sketch Card Artists,Nick Gribbon,NG,true,,,,,
Sketch Card Artists,Patricio Carrasco,PC,true,,,,,
Sketch Card Artists,Rich Hennerman,RH,true,,,,,
Sketch Card Artists,Ryan Finley,RF,true,,,,,
Sketch Card Artists,Stephane Leonardi,SL,true,,,,,
Sketch Card Artists,Steve Alce,SA,true,,,,,
Sketch Card Artists,Sturdy,ST,true,,,,,
Sketch Card Artists,Takkun,TA,true,,,,,
Sketch Card Artists,Tim Shinn,TS,true,,,,,
