Main Set,Subset,Card number,Card Name,Is Insert
2026 Topps Vault Marvel,VAULT RELICS,VR-02,Falcon,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-03,President Thaddeus Ross,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-04,Ironheart,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-05,Shuri,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-06,Mantis,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-07,Drax,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-08,Star-Lord,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-09,Ant-Man,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-10,Iron Man,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-11,Thor,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-12,Black Widow,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-13,Hulk,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-14,Hawkeye,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-15,Loki,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-16,Captain America,TRUE
2026 Topps Vault Marvel,VAULT RELICS,VR-17,Pepper Potts,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-01,Captain America,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-02,Falcon,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-03,President Thaddeus Ross,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-04,Ironheart,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-05,Shuri,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-06,Mantis,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-07,Drax,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-08,Star-Lord,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-09,Ant-Man,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-10,Iron Man,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-11,Thor,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-12,Black Widow,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-13,Hulk,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-14,Hawkeye,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-15,Loki,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-16,Captain America,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Black,VR-17,Pepper Potts,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-01,Captain America,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-02,Falcon,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-03,President Thaddeus Ross,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-04,Ironheart,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-05,Shuri,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-06,Mantis,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-07,Drax,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-08,Star-Lord,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-09,Ant-Man,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-10,Iron Man,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-11,Thor,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-12,Black Widow,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-13,Hulk,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-14,Hawkeye,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-15,Loki,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-16,Captain America,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Red,VR-17,Pepper Potts,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-01,Captain America,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-02,Falcon,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-03,President Thaddeus Ross,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-04,Ironheart,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-05,Shuri,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-06,Mantis,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-07,Drax,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-08,Star-Lord,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-09,Ant-Man,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-10,Iron Man,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-11,Thor,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-12,Black Widow,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-13,Hulk,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-14,Hawkeye,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-15,Loki,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-16,Captain America,TRUE
2026 Topps Vault Marvel,VAULT RELICS - Gold,VR-17,Pepper Potts,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-01,Yelena Belova,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-02,Pietro Maximoff,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-03,Queen Ramonda,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-04,Odin,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-05,The Mandarin,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-06,Doctor Strange,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-07,Wong,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-08,Rocket,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-09,Captain Marvel,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-10,Hela,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-11,Mordo,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-12,Captain America,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-13,Thor,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-14,Star-Lord,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-15,The High Evolutionary,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-16,Phil Coulson,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-17,Maria Hill,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-18,Drax,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-19,Red Guardian,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-20,Korath,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-21,War Machine,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-22,Ayesha,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-23,Wanda Maximoff,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-24,G'iah,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-25,Ghost,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-26,Zuri,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-27,Nova Prime,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-28,Pepper Potts,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-29,Kate Bishop,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-30,Peggy Carter,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-31,Heimdall,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-32,Ultron,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-33,Erik Killmonger,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-34,The Grandmaster,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-35,Hawkeye,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-36,Happy Hogan,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-37,Thanos,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-38,Yon-Rogg,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-39,Nebula,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-40,Ego,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-41,Ronan,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-42,Christine Everhart,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-43,Shuri,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-44,Laura Barton,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-45,Cosmo,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-46,Hulk,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-47,Frigga,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-48,X-23,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-49,Yondu,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-50,Janet Van Dyne,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-51,Whiplash,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-52,The Mighty Thor,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-53,Mr. Knight,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-54,Mobius,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-55,Vision,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-56,Ant-Man,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-57,Eitri,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-58,Mantis,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-59,Dr. Christine Palmer,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-60,Ikaris,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-61,Iron Man,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-62,Ajak,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-63,Justin Hammer,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-64,Nick Fury,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-65,Black Widow,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-66,Winter Soldier,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-67,Shang-Chi,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-68,Sylvie,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-69,Dr. Abraham Erskine,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-70,Dr. Erik Selvig,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-71,She-Hulk,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-72,Loki,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-73,Spider-Man,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-74,The Collector,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-75,Groot,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-76,Gamora,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-77,Hope Van Dyne,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-78,Dr. Bill Foster,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-79,Daredevil,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-80,Mister Fantastic,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-81,Invisible Woman,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-82,Human Torch,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-83,The Thing,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-84,Silver Surfer,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-85,Falcon,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-86,Ms. Marvel,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-87,Monica Rambeau,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-88,King Laufey,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-89,John F. Walker,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-90,Falcon,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS,MD-91,Wilson Fisk,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-01,Yelena Belova,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-02,Pietro Maximoff,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-03,Queen Ramonda,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-04,Odin,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-05,The Mandarin,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-06,Doctor Strange,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-07,Wong,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-08,Rocket,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-09,Captain Marvel,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-10,Hela,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-11,Mordo,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-12,Captain America,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-13,Thor,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-14,Star-Lord,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-15,The High Evolutionary,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-16,Phil Coulson,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-17,Maria Hill,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-18,Drax,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-19,Red Guardian,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-20,Korath,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-21,War Machine,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-22,Ayesha,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-23,Wanda Maximoff,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-24,G'iah,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-25,Ghost,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-26,Zuri,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-27,Nova Prime,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-28,Pepper Potts,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-29,Kate Bishop,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-30,Peggy Carter,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-31,Heimdall,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-32,Ultron,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-33,Erik Killmonger,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-34,The Grandmaster,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-35,Hawkeye,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-36,Happy Hogan,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-37,Thanos,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-38,Yon-Rogg,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-39,Nebula,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-40,Ego,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-41,Ronan,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-42,Christine Everhart,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-43,Shuri,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-44,Laura Barton,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-45,Cosmo,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-46,Hulk,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-47,Frigga,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-48,X-23,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-49,Yondu,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-50,Janet Van Dyne,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-51,Whiplash,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-52,The Mighty Thor,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-53,Mr. Knight,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-54,Mobius,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-55,Vision,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-56,Ant-Man,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-57,Eitri,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-58,Mantis,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-59,Dr. Christine Palmer,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-60,Ikaris,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-61,Iron Man,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-62,Ajak,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-63,Justin Hammer,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-64,Nick Fury,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-65,Black Widow,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-66,Winter Soldier,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-67,Shang-Chi,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-68,Sylvie,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-69,Dr. Abraham Erskine,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-70,Dr. Erik Selvig,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-71,She-Hulk,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-72,Loki,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-73,Spider-Man,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-74,The Collector,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-75,Groot,TRUE
2026 Topps Vault Marvel,MARVEL DIAMONDS - Black,MD-76,Gamora,TRUE
