Main Set,Subset,Card Number,Card Name,Is insert
2026 Topps Chrome Sapphire Edition,Base,165,Spider-Man Noir,FALSE
2026 Topps Chrome Sapphire Edition,Base,166,Spider-Punk,FALSE
2026 Topps Chrome Sapphire Edition,Base,167,Spider-Woman,FALSE
2026 Topps Chrome Sapphire Edition,Base,168,Star-Lord,FALSE
2026 Topps Chrome Sapphire Edition,Base,169,Storm,FALSE
2026 Topps Chrome Sapphire Edition,Base,170,Strong Guy,FALSE
2026 Topps Chrome Sapphire Edition,Base,171,Stryfe,FALSE
2026 Topps Chrome Sapphire Edition,Base,172,Sunspot,FALSE
2026 Topps Chrome Sapphire Edition,Base,173,Taskmaster,FALSE
2026 Topps Chrome Sapphire Edition,Base,174,Thanos,FALSE
2026 Topps Chrome Sapphire Edition,Base,175,The Thing,FALSE
2026 Topps Chrome Sapphire Edition,Base,176,Thena,FALSE
2026 Topps Chrome Sapphire Edition,Base,177,Thor,FALSE
2026 Topps Chrome Sapphire Edition,Base,178,Throg,FALSE
2026 Topps Chrome Sapphire Edition,Base,179,Tigra,FALSE
2026 Topps Chrome Sapphire Edition,Base,180,Tombstone,FALSE
2026 Topps Chrome Sapphire Edition,Base,181,Toxin,FALSE
2026 Topps Chrome Sapphire Edition,Base,182,U.S. Agent,FALSE
2026 Topps Chrome Sapphire Edition,Base,183,Ultimate Daredevil,FALSE
2026 Topps Chrome Sapphire Edition,Base,184,Ultimate Wolverine,FALSE
2026 Topps Chrome Sapphire Edition,Base,185,Ultron,FALSE
2026 Topps Chrome Sapphire Edition,Base,186,Valeria Richards,FALSE
2026 Topps Chrome Sapphire Edition,Base,187,Venom,FALSE
2026 Topps Chrome Sapphire Edition,Base,188,Venomizer,FALSE
2026 Topps Chrome Sapphire Edition,Base,189,Venomouse,FALSE
2026 Topps Chrome Sapphire Edition,Base,190,Vision,FALSE
2026 Topps Chrome Sapphire Edition,Base,191,Vulcan,FALSE
2026 Topps Chrome Sapphire Edition,Base,192,Vulture,FALSE
2026 Topps Chrome Sapphire Edition,Base,193,War Machine,FALSE
2026 Topps Chrome Sapphire Edition,Base,194,Wasp,FALSE
2026 Topps Chrome Sapphire Edition,Base,195,Werewolf by Night,FALSE
2026 Topps Chrome Sapphire Edition,Base,196,White Fox,FALSE
2026 Topps Chrome Sapphire Edition,Base,197,White Tiger,FALSE
2026 Topps Chrome Sapphire Edition,Base,198,Wiccan,FALSE
2026 Topps Chrome Sapphire Edition,Base,199,Wolverine,FALSE
2026 Topps Chrome Sapphire Edition,Base,200,X-23,FALSE
2026 Topps Chrome Sapphire Edition,Green,1,Abomination,TRUE
2026 Topps Chrome Sapphire Edition,Green,2,Adam Warlock,TRUE
2026 Topps Chrome Sapphire Edition,Green,3,Agatha Harkness,TRUE
2026 Topps Chrome Sapphire Edition,Green,4,Amaranth,TRUE
2026 Topps Chrome Sapphire Edition,Green,5,America Chavez,TRUE
2026 Topps Chrome Sapphire Edition,Green,6,Ant-Man,TRUE
2026 Topps Chrome Sapphire Edition,Green,7,Apocalypse,TRUE
2026 Topps Chrome Sapphire Edition,Green,8,Ares,TRUE
2026 Topps Chrome Sapphire Edition,Green,9,Baron Zemo,TRUE
2026 Topps Chrome Sapphire Edition,Green,10,Beast,TRUE
2026 Topps Chrome Sapphire Edition,Green,11,Beta Ray Bill,TRUE
2026 Topps Chrome Sapphire Edition,Green,12,Black Bolt,TRUE
2026 Topps Chrome Sapphire Edition,Green,13,Black Cat,TRUE
2026 Topps Chrome Sapphire Edition,Green,14,Black Knight,TRUE
2026 Topps Chrome Sapphire Edition,Green,15,Black Panther,TRUE
2026 Topps Chrome Sapphire Edition,Green,16,Black Widow,TRUE
2026 Topps Chrome Sapphire Edition,Green,17,Blade,TRUE
2026 Topps Chrome Sapphire Edition,Green,18,Blink,TRUE
2026 Topps Chrome Sapphire Edition,Green,19,Captain America,TRUE
2026 Topps Chrome Sapphire Edition,Green,20,Captain Britain,TRUE
2026 Topps Chrome Sapphire Edition,Green,21,Captain Marvel,TRUE
2026 Topps Chrome Sapphire Edition,Green,22,Carnage,TRUE
2026 Topps Chrome Sapphire Edition,Green,23,Colossus,TRUE
2026 Topps Chrome Sapphire Edition,Green,24,Cyclops,TRUE
2026 Topps Chrome Sapphire Edition,Green,25,Daredevil,TRUE
2026 Topps Chrome Sapphire Edition,Green,26,Dazzler,TRUE
2026 Topps Chrome Sapphire Edition,Green,27,Dark Gwenpool,TRUE
2026 Topps Chrome Sapphire Edition,Green,28,Doctor Doom,TRUE
2026 Topps Chrome Sapphire Edition,Green,29,Doctor Octopus,TRUE
2026 Topps Chrome Sapphire Edition,Green,30,Domino,TRUE
2026 Topps Chrome Sapphire Edition,Green,31,Doomasaur,TRUE
2026 Topps Chrome Sapphire Edition,Green,32,Dormammu,TRUE
2026 Topps Chrome Sapphire Edition,Green,33,Dragonfire,TRUE
2026 Topps Chrome Sapphire Edition,Green,34,Emma Frost,TRUE
2026 Topps Chrome Sapphire Edition,Green,35,Enchantress,TRUE
2026 Topps Chrome Sapphire Edition,Green,36,Eternity,TRUE
2026 Topps Chrome Sapphire Edition,Green,37,Forge,TRUE
2026 Topps Chrome Sapphire Edition,Green,38,Galactus,TRUE
2026 Topps Chrome Sapphire Edition,Green,39,Gambit,TRUE
2026 Topps Chrome Sapphire Edition,Green,40,Gamora,TRUE
2026 Topps Chrome Sapphire Edition,Green,41,Ghost Rider,TRUE
2026 Topps Chrome Sapphire Edition,Green,42,Ghost-Spider,TRUE
2026 Topps Chrome Sapphire Edition,Green,43,Glob,TRUE
2026 Topps Chrome Sapphire Edition,Green,44,Goblin Queen,TRUE
2026 Topps Chrome Sapphire Edition,Green,45,Green Goblin,TRUE
2026 Topps Chrome Sapphire Edition,Green,46,Groot,TRUE
2026 Topps Chrome Sapphire Edition,Green,47,Hawkeye,TRUE
2026 Topps Chrome Sapphire Edition,Green,48,Hercules,TRUE
2026 Topps Chrome Sapphire Edition,Green,49,Hope Summers,TRUE
2026 Topps Chrome Sapphire Edition,Green,50,Hulk,TRUE
2026 Topps Chrome Sapphire Edition,Green,51,Human Torch,TRUE
2026 Topps Chrome Sapphire Edition,Green,52,Iceman,TRUE
2026 Topps Chrome Sapphire Edition,Green,53,Ikaris,TRUE
2026 Topps Chrome Sapphire Edition,Green,54,Infernal Hulk,TRUE
2026 Topps Chrome Sapphire Edition,Green,55,Invisible Woman,TRUE
2026 Topps Chrome Sapphire Edition,Green,56,Iron Fist,TRUE
2026 Topps Chrome Sapphire Edition,Green,57,Iron Man,TRUE
2026 Topps Chrome Sapphire Edition,Green,58,Ironheart,TRUE
2026 Topps Chrome Sapphire Edition,Green,59,Jean Grey,TRUE
2026 Topps Chrome Sapphire Edition,Green,60,Jef the Land Shark,TRUE
2026 Topps Chrome Sapphire Edition,Green,61,Jubilee,TRUE
2026 Topps Chrome Sapphire Edition,Green,62,Juggernaut,TRUE
2026 Topps Chrome Sapphire Edition,Green,63,Kate Bishop,TRUE
2026 Topps Chrome Sapphire Edition,Green,64,Kid Juggernaut,TRUE
2026 Topps Chrome Sapphire Edition,Green,65,Kingpin,TRUE
2026 Topps Chrome Sapphire Edition,Green,66,Kitty Pryde,TRUE
2026 Topps Chrome Sapphire Edition,Green,67,Kraven the Hunter,TRUE
2026 Topps Chrome Sapphire Edition,Green,68,Leader,TRUE
2026 Topps Chrome Sapphire Edition,Green,69,Lizard,TRUE
2026 Topps Chrome Sapphire Edition,Green,70,Lockjaw,TRUE
2026 Topps Chrome Sapphire Edition,Green,71,Longshot,TRUE
2026 Topps Chrome Sapphire Edition,Green,72,Luke Cage,TRUE
2026 Topps Chrome Sapphire Edition,Green,73,M.O.D.O.K.,TRUE
2026 Topps Chrome Sapphire Edition,Green,74,Magneto,TRUE
2026 Topps Chrome Sapphire Edition,Green,75,Man-Thing,TRUE
2026 Topps Chrome Sapphire Edition,Green,76,Mantis,TRUE
2026 Topps Chrome Sapphire Edition,Green,77,Mephisto,TRUE
2026 Topps Chrome Sapphire Edition,Green,78,Miles Morales,TRUE
2026 Topps Chrome Sapphire Edition,Green,79,Mister Fantastic,TRUE
2026 Topps Chrome Sapphire Edition,Green,80,Mister Sinister,TRUE
2026 Topps Chrome Sapphire Edition,Green,81,Moon Knight,TRUE
2026 Topps Chrome Sapphire Edition,Green,82,Moonstar,TRUE
2026 Topps Chrome Sapphire Edition,Green,83,Ms. Marvel,TRUE
2026 Topps Chrome Sapphire Edition,Green,84,Mutina,TRUE
2026 Topps Chrome Sapphire Edition,Green,85,Mysterio,TRUE
2026 Topps Chrome Sapphire Edition,Green,86,Mystique,TRUE
2026 Topps Chrome Sapphire Edition,Green,87,Nightcrawler,TRUE
2026 Topps Chrome Sapphire Edition,Green,88,Nightdrifter,TRUE
2026 Topps Chrome Sapphire Edition,Green,89,Nova,TRUE
2026 Topps Chrome Sapphire Edition,Green,90,Omega Red,TRUE
2026 Topps Chrome Sapphire Edition,Green,91,Professor X,TRUE
2026 Topps Chrome Sapphire Edition,Green,92,Psylocke,TRUE
2026 Topps Chrome Sapphire Edition,Green,93,Quicksilver,TRUE
2026 Topps Chrome Sapphire Edition,Green,94,Rasputin IV,TRUE
2026 Topps Chrome Sapphire Edition,Green,95,Rek-Rap,TRUE
2026 Topps Chrome Sapphire Edition,Green,96,Revelation,TRUE
2026 Topps Chrome Sapphire Edition,Green,97,Rhino,TRUE
2026 Topps Chrome Sapphire Edition,Green,98,Rocket Raccoon,TRUE
2026 Topps Chrome Sapphire Edition,Green,99,Rogue,TRUE
2026 Topps Chrome Sapphire Edition,Green,100,Sleeper Agent,TRUE
2026 Topps Chrome Sapphire Edition,Green,101,Angela,TRUE
2026 Topps Chrome Sapphire Edition,Green,102,Anti-Venom,TRUE
2026 Topps Chrome Sapphire Edition,Green,103,Arachnix,TRUE
2026 Topps Chrome Sapphire Edition,Green,104,Arcade,TRUE
2026 Topps Chrome Sapphire Edition,Green,105,Archangel,TRUE
2026 Topps Chrome Sapphire Edition,Green,106,Chameleon,TRUE
2026 Topps Chrome Sapphire Edition,Green,107,Clea,TRUE
2026 Topps Chrome Sapphire Edition,Green,108,Cosmic Ghost Rider,TRUE
2026 Topps Chrome Sapphire Edition,Green,109,Deathlok,TRUE
2026 Topps Chrome Sapphire Edition,Green,110,Devil Dinosaur,TRUE
2026 Topps Chrome Sapphire Edition,Green,111,Doctor Strange,TRUE
2026 Topps Chrome Sapphire Edition,Green,112,Doom 2099,TRUE
2026 Topps Chrome Sapphire Edition,Green,113,Doyle Dormammu,TRUE
2026 Topps Chrome Sapphire Edition,Green,114,Elbecca Voss,TRUE
2026 Topps Chrome Sapphire Edition,Green,115,Electro,TRUE
2026 Topps Chrome Sapphire Edition,Green,116,Elektra,TRUE
2026 Topps Chrome Sapphire Edition,Green,117,Evangeline,TRUE
2026 Topps Chrome Sapphire Edition,Green,118,Exodus,TRUE
2026 Topps Chrome Sapphire Edition,Green,119,Glitch,TRUE
2026 Topps Chrome Sapphire Edition,Green,120,Grandmaster,TRUE
2026 Topps Chrome Sapphire Edition,Green,121,Gwenpool,TRUE
2026 Topps Chrome Sapphire Edition,Green,122,Hallows' Eve,TRUE
2026 Topps Chrome Sapphire Edition,Green,123,Hellcat,TRUE
2026 Topps Chrome Sapphire Edition,Green,124,Hellgate,TRUE
2026 Topps Chrome Sapphire Edition,Green,125,Hellverine,TRUE
2026 Topps Chrome Sapphire Edition,Green,126,Hobgoblin,TRUE
2026 Topps Chrome Sapphire Edition,Green,127,Iron Cat,TRUE
2026 Topps Chrome Sapphire Edition,Green,128,Kid Venom,TRUE
2026 Topps Chrome Sapphire Edition,Green,129,Knull,TRUE
2026 Topps Chrome Sapphire Edition,Green,130,Lady Henrietta,TRUE
2026 Topps Chrome Sapphire Edition,Green,131,Loki,TRUE
2026 Topps Chrome Sapphire Edition,Green,132,Luna Snow,TRUE
2026 Topps Chrome Sapphire Edition,Green,133,Maestro,TRUE
2026 Topps Chrome Sapphire Edition,Green,134,Magik,TRUE
2026 Topps Chrome Sapphire Edition,Green,135,Mar-Vell,TRUE
2026 Topps Chrome Sapphire Edition,Green,136,Mary Jane,TRUE
2026 Topps Chrome Sapphire Edition,Green,137,Misery,TRUE
2026 Topps Chrome Sapphire Edition,Green,138,Moon Girl,TRUE
2026 Topps Chrome Sapphire Edition,Green,139,Nimrod,TRUE
2026 Topps Chrome Sapphire Edition,Green,140,SP//dr,TRUE
2026 Topps Chrome Sapphire Edition,Green,141,Rachel Summers,TRUE
2026 Topps Chrome Sapphire Edition,Green,142,Raelith,TRUE
2026 Topps Chrome Sapphire Edition,Green,143,Rapid,TRUE
2026 Topps Chrome Sapphire Edition,Green,144,Sabretooth,TRUE
2026 Topps Chrome Sapphire Edition,Green,145,Scarlet Witch,TRUE
2026 Topps Chrome Sapphire Edition,Green,146,Scarlet Spider,TRUE
2026 Topps Chrome Sapphire Edition,Green,147,Scorpion,TRUE
2026 Topps Chrome Sapphire Edition,Green,148,Scream,TRUE
2026 Topps Chrome Sapphire Edition,Green,149,Sentry,TRUE
2026 Topps Chrome Sapphire Edition,Green,150,Shang-Chi,TRUE
2026 Topps Chrome Sapphire Edition,Green,151,She-Hulk,TRUE
2026 Topps Chrome Sapphire Edition,Green,152,She-Venom,TRUE
2026 Topps Chrome Sapphire Edition,Green,153,Shocker,TRUE
2026 Topps Chrome Sapphire Edition,Green,154,Shuri,TRUE
2026 Topps Chrome Sapphire Edition,Green,155,Silence,TRUE
2026 Topps Chrome Sapphire Edition,Green,156,Silk,TRUE
2026 Topps Chrome Sapphire Edition,Green,157,Silver Surfer,TRUE
2026 Topps Chrome Sapphire Edition,Green,158,Silver Sable,TRUE
2026 Topps Chrome Sapphire Edition,Green,159,Sister Sorrow,TRUE
2026 Topps Chrome Sapphire Edition,Green,160,Spider-Boy,TRUE
2026 Topps Chrome Sapphire Edition,Green,161,Spider-Girl,TRUE
2026 Topps Chrome Sapphire Edition,Green,162,Spider-Ham,TRUE
2026 Topps Chrome Sapphire Edition,Green,163,Spider-Man,TRUE
2026 Topps Chrome Sapphire Edition,Green,164,Spider-Man 2099,TRUE
2026 Topps Chrome Sapphire Edition,Green,165,Spider-Man Noir,TRUE
2026 Topps Chrome Sapphire Edition,Green,166,Spider-Punk,TRUE
2026 Topps Chrome Sapphire Edition,Green,167,Spider-Woman,TRUE
2026 Topps Chrome Sapphire Edition,Green,168,Star-Lord,TRUE
2026 Topps Chrome Sapphire Edition,Green,169,Storm,TRUE
2026 Topps Chrome Sapphire Edition,Green,170,Strong Guy,TRUE
2026 Topps Chrome Sapphire Edition,Green,171,Stryfe,TRUE
2026 Topps Chrome Sapphire Edition,Green,172,Sunspot,TRUE
2026 Topps Chrome Sapphire Edition,Green,173,Taskmaster,TRUE
2026 Topps Chrome Sapphire Edition,Green,174,Thanos,TRUE
2026 Topps Chrome Sapphire Edition,Green,175,The Thing,TRUE
2026 Topps Chrome Sapphire Edition,Green,176,Thena,TRUE
2026 Topps Chrome Sapphire Edition,Green,177,Thor,TRUE
2026 Topps Chrome Sapphire Edition,Green,178,Throg,TRUE
2026 Topps Chrome Sapphire Edition,Green,179,Tigra,TRUE
2026 Topps Chrome Sapphire Edition,Green,180,Tombstone,TRUE
2026 Topps Chrome Sapphire Edition,Green,181,Toxin,TRUE
2026 Topps Chrome Sapphire Edition,Green,182,U.S. Agent,TRUE
2026 Topps Chrome Sapphire Edition,Green,183,Ultimate Daredevil,TRUE
2026 Topps Chrome Sapphire Edition,Green,184,Ultimate Wolverine,TRUE
2026 Topps Chrome Sapphire Edition,Green,185,Ultron,TRUE
2026 Topps Chrome Sapphire Edition,Green,186,Valeria Richards,TRUE
2026 Topps Chrome Sapphire Edition,Green,187,Venom,TRUE
2026 Topps Chrome Sapphire Edition,Green,188,Venomizer,TRUE
2026 Topps Chrome Sapphire Edition,Green,189,Venomouse,TRUE
2026 Topps Chrome Sapphire Edition,Green,190,Vision,TRUE
2026 Topps Chrome Sapphire Edition,Green,191,Vulcan,TRUE
2026 Topps Chrome Sapphire Edition,Green,192,Vulture,TRUE
