subset,name,cardNumber,isInsert,rarity,frontImageUrl,backImageUrl,description,price
"Base","The Death of The Human Torch",76,false,,,,,
"Base","Fear Itself",77,false,,,,,
"Base","Miles Morales: Spider-Man",78,false,,,,,
"Base","The New Guardians of the Galaxy",79,false,,,,,
"Base","Avengers Vs X-Men",80,false,,,,,
"Base","The God Butcher",81,false,,,,,
"Base","Superior Spider-Man",82,false,,,,,
"Base","Age of Ultron",83,false,,,,,
"Base","Infinity",84,false,,,,,
"Base","The New Ms. Marvel",85,false,,,,,
"Base","Who Killed The Watcher?",86,false,,,,,
"Base","Spider-Gwen",87,false,,,,,
"Base","Spider-Verse",88,false,,,,,
"Base","Sam Wilson is Captain America",89,false,,,,,
"Base","Secret Wars",90,false,,,,,
"Base","The Goddess of Thunder",91,false,,,,,
"Base","Secret Empire",92,false,,,,,
"Base","The Krakoan Age",93,false,,,,,
"Base","The King in Black is Coming!",94,false,,,,,
"Base","Enter… Spider-Boy!",95,false,,,,,
"Base","Ultimate Invasion",96,false,,,,,
"Base","The New Ultimate Spider-Man",97,false,,,,,
"Base","Blood Hunt",98,false,,,,,
"Base","X-Men: From the Ashes…",99,false,,,,,
"Base","One World Under Doom",100,false,,,,,
"Metal Holo","The Fantastic Four Are Born!",1,true,,,,,
"Metal Holo","With Great Power…",2,true,,,,,
"Metal Holo","The Return of Captain America!",3,true,,,,,
"Metal Holo","X-Men: The Strangest Super Heroes of All!",4,true,,,,,
"Metal Holo","Hawkeye Strikes!",5,true,,,,,
"Metal Holo","Final Chapter",6,true,,,,,
"Metal Holo","The Coming of Galactus",7,true,,,,,
"Metal Holo","The Black Panther!",8,true,,,,,
"Metal Holo","Face It, Tiger…",9,true,,,,,
"Metal Holo","Agent of S.H.I.E.L.D.!",10,true,,,,,
"Metal Holo","The Kree-Skrull War",11,true,,,,,
"Metal Holo","The Night Gwen Stacy Died",12,true,,,,,
"Metal Holo","The Champions!",13,true,,,,,
"Metal Holo","And Now… The Wolverine!",14,true,,,,,
"Metal Holo","X-Men: Second Genesis",15,true,,,,,
"Metal Holo","The Eternals",16,true,,,,,
"Metal Holo","What if…?",17,true,,,,,
"Metal Holo","Iron Man: Demon in a Bottle",18,true,,,,,
"Metal Holo","Dark Phoenix Saga",19,true,,,,,
"Metal Holo","The Death of Captain Marvel",20,true,,,,,
"Metal Holo","The Death of Elektra",21,true,,,,,
"Metal Holo","The New Captain Marvel",22,true,,,,,
"Metal Holo","Night of The Hobgoblin",23,true,,,,,
"Metal Holo","Professor Xavier is a Jerk!",24,true,,,,,
"Metal Holo","The Worthy Beta Ray Bill",25,true,,,,,
"Metal Holo","The Spectacular Spider-Ham!",26,true,,,,,
"Metal Holo","The Black Costume",27,true,,,,,
"Metal Holo","Apocalypse Now!",28,true,,,,,
"Metal Holo","Gray Hulk",29,true,,,,,
"Metal Holo","The Wedding of Peter and MJ",30,true,,,,,
"Metal Holo","Kraven's Last Hunt",31,true,,,,,
"Metal Holo","Armor Wars",32,true,,,,,
"Metal Holo","Venom",33,true,,,,,
"Metal Holo","Inferno",34,true,,,,,
"Metal Holo","She-Hulk Breaks the Fourth Wall",35,true,,,,,
"Metal Holo","Enter… Deadpool!",36,true,,,,,
"Metal Holo","Infinity Gauntlet",37,true,,,,,
"Metal Holo","X-Men: Mutant Genesis 2.0",38,true,,,,,
"Metal Holo","War Machine",39,true,,,,,
"Metal Holo","Carnage: Savage Genesis!",40,true,,,,,
"Metal Holo","An Invisible Enemy",41,true,,,,,
"Metal Holo","The Clone Saga Begins",42,true,,,,,
"Metal Holo","Age of Apocalypse",43,true,,,,,
"Metal Holo","Onslaught",44,true,,,,,
"Metal Holo","Heroes Reborn",45,true,,,,,
"Metal Holo","Night of the Goblin",46,true,,,,,
"Metal Holo","Justice, Like Lightning…",47,true,,,,,
"Metal Holo","Heroes Return",48,true,,,,,
"Metal Holo","Guardian Devil",49,true,,,,,
"Metal Holo","Earth X",50,true,,,,,
"Metal Holo","The Sentry",51,true,,,,,
"Metal Holo","The Ultimate Universe",52,true,,,,,
"Metal Holo","E is for Extinction",53,true,,,,,
"Metal Holo","Wolverine: Origin",54,true,,,,,
"Metal Holo","Avengers Disassembled!",55,true,,,,,
"Metal Holo","New Avengers",56,true,,,,,
"Metal Holo","Runaways: Teenagers On The Run!",57,true,,,,,
"Metal Holo","X-23",58,true,,,,,
"Metal Holo","Wolverine: Public Enemy",59,true,,,,,
"Metal Holo","New, Young Avengers",60,true,,,,,
"Metal Holo","No More Mutants",61,true,,,,,
"Metal Holo","Planet Hulk",62,true,,,,,
"Metal Holo","Civil War",63,true,,,,,
"Metal Holo","The Immortal Iron Fist",64,true,,,,,
"Metal Holo","The Illuminati",65,true,,,,,
"Metal Holo","The Death of Captain America",66,true,,,,,
"Metal Holo","Annihilation",67,true,,,,,
"Metal Holo","One More Day",68,true,,,,,
"Metal Holo","Asgardians Reborn",69,true,,,,,
"Metal Holo","A New Captain America",70,true,,,,,
"Metal Holo","World War Hulk",71,true,,,,,
"Metal Holo","Secret Invasion",72,true,,,,,
"Metal Holo","Dark Reign Begins",73,true,,,,,
"Metal Holo","Siege",74,true,,,,,
"Metal Holo","The Heroic Age",75,true,,,,,
"Metal Holo","The Death of The Human Torch",76,true,,,,,
"Metal Holo","Fear Itself",77,true,,,,,
"Metal Holo","Miles Morales: Spider-Man",78,true,,,,,
"Metal Holo","The New Guardians of the Galaxy",79,true,,,,,
"Metal Holo","Avengers Vs X-Men",80,true,,,,,
"Metal Holo","The God Butcher",81,true,,,,,
"Metal Holo","Superior Spider-Man",82,true,,,,,
"Metal Holo","Age of Ultron",83,true,,,,,
"Metal Holo","Infinity",84,true,,,,,
"Metal Holo","The New Ms. Marvel",85,true,,,,,
"Metal Holo","Who Killed The Watcher?",86,true,,,,,
"Metal Holo","Spider-Gwen",87,true,,,,,
"Metal Holo","Spider-Verse",88,true,,,,,
"Metal Holo","Sam Wilson is Captain America",89,true,,,,,
"Metal Holo","Secret Wars",90,true,,,,,
"Metal Holo","The Goddess of Thunder",91,true,,,,,
"Metal Holo","Secret Empire",92,true,,,,,
"Metal Holo","The Krakoan Age",93,true,,,,,
"Metal Holo","The King in Black is Coming!",94,true,,,,,
"Metal Holo","Enter… Spider-Boy!",95,true,,,,,
"Metal Holo","Ultimate Invasion",96,true,,,,,
"Metal Holo","The New Ultimate Spider-Man",97,true,,,,,
"Metal Holo","Blood Hunt",98,true,,,,,
"Metal Holo","X-Men: From the Ashes…",99,true,,,,,
"Metal Holo","One World Under Doom",100,true,,,,,
"Stardust Holo","The Fantastic Four Are Born!",1,true,,,,,
"Stardust Holo","With Great Power…",2,true,,,,,
"Stardust Holo","The Return of Captain America!",3,true,,,,,
"Stardust Holo","X-Men: The Strangest Super Heroes of All!",4,true,,,,,
"Stardust Holo","Hawkeye Strikes!",5,true,,,,,
"Stardust Holo","Final Chapter",6,true,,,,,
"Stardust Holo","The Coming of Galactus",7,true,,,,,
"Stardust Holo","The Black Panther!",8,true,,,,,
"Stardust Holo","Face It, Tiger…",9,true,,,,,
"Stardust Holo","Agent of S.H.I.E.L.D.!",10,true,,,,,
"Stardust Holo","The Kree-Skrull War",11,true,,,,,
"Stardust Holo","The Night Gwen Stacy Died",12,true,,,,,
"Stardust Holo","The Champions!",13,true,,,,,
"Stardust Holo","And Now… The Wolverine!",14,true,,,,,
"Stardust Holo","X-Men: Second Genesis",15,true,,,,,
"Stardust Holo","The Eternals",16,true,,,,,
"Stardust Holo","What if…?",17,true,,,,,
"Stardust Holo","Iron Man: Demon in a Bottle",18,true,,,,,
"Stardust Holo","Dark Phoenix Saga",19,true,,,,,
"Stardust Holo","The Death of Captain Marvel",20,true,,,,,
"Stardust Holo","The Death of Elektra",21,true,,,,,
"Stardust Holo","The New Captain Marvel",22,true,,,,,
"Stardust Holo","Night of The Hobgoblin",23,true,,,,,
"Stardust Holo","Professor Xavier is a Jerk!",24,true,,,,,
"Stardust Holo","The Worthy Beta Ray Bill",25,true,,,,,
"Stardust Holo","The Spectacular Spider-Ham!",26,true,,,,,
"Stardust Holo","The Black Costume",27,true,,,,,
"Stardust Holo","Apocalypse Now!",28,true,,,,,
"Stardust Holo","Gray Hulk",29,true,,,,,
"Stardust Holo","The Wedding of Peter and MJ",30,true,,,,,
"Stardust Holo","Kraven's Last Hunt",31,true,,,,,
"Stardust Holo","Armor Wars",32,true,,,,,
"Stardust Holo","Venom",33,true,,,,,
"Stardust Holo","Inferno",34,true,,,,,
"Stardust Holo","She-Hulk Breaks the Fourth Wall",35,true,,,,,
"Stardust Holo","Enter… Deadpool!",36,true,,,,,
"Stardust Holo","Infinity Gauntlet",37,true,,,,,
"Stardust Holo","X-Men: Mutant Genesis 2.0",38,true,,,,,
"Stardust Holo","War Machine",39,true,,,,,
"Stardust Holo","Carnage: Savage Genesis!",40,true,,,,,
"Stardust Holo","An Invisible Enemy",41,true,,,,,
"Stardust Holo","The Clone Saga Begins",42,true,,,,,
"Stardust Holo","Age of Apocalypse",43,true,,,,,
"Stardust Holo","Onslaught",44,true,,,,,
"Stardust Holo","Heroes Reborn",45,true,,,,,
"Stardust Holo","Night of the Goblin",46,true,,,,,
"Stardust Holo","Justice, Like Lightning…",47,true,,,,,
"Stardust Holo","Heroes Return",48,true,,,,,
"Stardust Holo","Guardian Devil",49,true,,,,,
"Stardust Holo","Earth X",50,true,,,,,
"Stardust Holo","The Sentry",51,true,,,,,
"Stardust Holo","The Ultimate Universe",52,true,,,,,
"Stardust Holo","E is for Extinction",53,true,,,,,
"Stardust Holo","Wolverine: Origin",54,true,,,,,
"Stardust Holo","Avengers Disassembled!",55,true,,,,,
"Stardust Holo","New Avengers",56,true,,,,,
"Stardust Holo","Runaways: Teenagers On The Run!",57,true,,,,,
"Stardust Holo","X-23",58,true,,,,,
"Stardust Holo","Wolverine: Public Enemy",59,true,,,,,
"Stardust Holo","New, Young Avengers",60,true,,,,,
"Stardust Holo","No More Mutants",61,true,,,,,
"Stardust Holo","Planet Hulk",62,true,,,,,
"Stardust Holo","Civil War",63,true,,,,,
"Stardust Holo","The Immortal Iron Fist",64,true,,,,,
"Stardust Holo","The Illuminati",65,true,,,,,
"Stardust Holo","The Death of Captain America",66,true,,,,,
"Stardust Holo","Annihilation",67,true,,,,,
"Stardust Holo","One More Day",68,true,,,,,
"Stardust Holo","Asgardians Reborn",69,true,,,,,
"Stardust Holo","A New Captain America",70,true,,,,,
"Stardust Holo","World War Hulk",71,true,,,,,
"Stardust Holo","Secret Invasion",72,true,,,,,
"Stardust Holo","Dark Reign Begins",73,true,,,,,
"Stardust Holo","Siege",74,true,,,,,
"Stardust Holo","The Heroic Age",75,true,,,,,
"Stardust Holo","The Death of The Human Torch",76,true,,,,,
"Stardust Holo","Fear Itself",77,true,,,,,
"Stardust Holo","Miles Morales: Spider-Man",78,true,,,,,
"Stardust Holo","The New Guardians of the Galaxy",79,true,,,,,
"Stardust Holo","Avengers Vs X-Men",80,true,,,,,
"Stardust Holo","The God Butcher",81,true,,,,,
"Stardust Holo","Superior Spider-Man",82,true,,,,,
"Stardust Holo","Age of Ultron",83,true,,,,,
"Stardust Holo","Infinity",84,true,,,,,
"Stardust Holo","The New Ms. Marvel",85,true,,,,,
"Stardust Holo","Who Killed The Watcher?",86,true,,,,,
"Stardust Holo","Spider-Gwen",87,true,,,,,
"Stardust Holo","Spider-Verse",88,true,,,,,
"Stardust Holo","Sam Wilson is Captain America",89,true,,,,,
"Stardust Holo","Secret Wars",90,true,,,,,
"Stardust Holo","The Goddess of Thunder",91,true,,,,,
"Stardust Holo","Secret Empire",92,true,,,,,
"Stardust Holo","The Krakoan Age",93,true,,,,,
"Stardust Holo","The King in Black is Coming!",94,true,,,,,
"Stardust Holo","Enter… Spider-Boy!",95,true,,,,,
"Stardust Holo","Ultimate Invasion",96,true,,,,,
"Stardust Holo","The New Ultimate Spider-Man",97,true,,,,,
"Stardust Holo","Blood Hunt",98,true,,,,,
"Stardust Holo","X-Men: From the Ashes…",99,true,,,,,
"Stardust Holo","One World Under Doom",100,true,,,,,
"Glitch Holo","The Fantastic Four Are Born!",1,true,,,,,
"Glitch Holo","With Great Power…",2,true,,,,,
"Glitch Holo","The Return of Captain America!",3,true,,,,,
"Glitch Holo","X-Men: The Strangest Super Heroes of All!",4,true,,,,,
"Glitch Holo","Hawkeye Strikes!",5,true,,,,,
"Glitch Holo","Final Chapter",6,true,,,,,
"Glitch Holo","The Coming of Galactus",7,true,,,,,
"Glitch Holo","The Black Panther!",8,true,,,,,
"Glitch Holo","Face It, Tiger…",9,true,,,,,
"Glitch Holo","Agent of S.H.I.E.L.D.!",10,true,,,,,
"Glitch Holo","The Kree-Skrull War",11,true,,,,,
"Glitch Holo","The Night Gwen Stacy Died",12,true,,,,,
"Glitch Holo","The Champions!",13,true,,,,,
"Glitch Holo","And Now… The Wolverine!",14,true,,,,,
"Glitch Holo","X-Men: Second Genesis",15,true,,,,,
"Glitch Holo","The Eternals",16,true,,,,,
"Glitch Holo","What if…?",17,true,,,,,
"Glitch Holo","Iron Man: Demon in a Bottle",18,true,,,,,
"Glitch Holo","Dark Phoenix Saga",19,true,,,,,
"Glitch Holo","The Death of Captain Marvel",20,true,,,,,
"Glitch Holo","The Death of Elektra",21,true,,,,,
"Glitch Holo","The New Captain Marvel",22,true,,,,,
"Glitch Holo","Night of The Hobgoblin",23,true,,,,,
"Glitch Holo","Professor Xavier is a Jerk!",24,true,,,,,
"Glitch Holo","The Worthy Beta Ray Bill",25,true,,,,,
"Glitch Holo","The Spectacular Spider-Ham!",26,true,,,,,
"Glitch Holo","The Black Costume",27,true,,,,,
"Glitch Holo","Apocalypse Now!",28,true,,,,,
"Glitch Holo","Gray Hulk",29,true,,,,,
"Glitch Holo","The Wedding of Peter and MJ",30,true,,,,,
"Glitch Holo","Kraven's Last Hunt",31,true,,,,,
"Glitch Holo","Armor Wars",32,true,,,,,
"Glitch Holo","Venom",33,true,,,,,
"Glitch Holo","Inferno",34,true,,,,,
"Glitch Holo","She-Hulk Breaks the Fourth Wall",35,true,,,,,
"Glitch Holo","Enter… Deadpool!",36,true,,,,,
"Glitch Holo","Infinity Gauntlet",37,true,,,,,
"Glitch Holo","X-Men: Mutant Genesis 2.0",38,true,,,,,
"Glitch Holo","War Machine",39,true,,,,,
"Glitch Holo","Carnage: Savage Genesis!",40,true,,,,,
"Glitch Holo","An Invisible Enemy",41,true,,,,,
"Glitch Holo","The Clone Saga Begins",42,true,,,,,
"Glitch Holo","Age of Apocalypse",43,true,,,,,
"Glitch Holo","Onslaught",44,true,,,,,
"Glitch Holo","Heroes Reborn",45,true,,,,,
"Glitch Holo","Night of the Goblin",46,true,,,,,
"Glitch Holo","Justice, Like Lightning…",47,true,,,,,
"Glitch Holo","Heroes Return",48,true,,,,,
"Glitch Holo","Guardian Devil",49,true,,,,,
"Glitch Holo","Earth X",50,true,,,,,
"Glitch Holo","The Sentry",51,true,,,,,
"Glitch Holo","The Ultimate Universe",52,true,,,,,
"Glitch Holo","E is for Extinction",53,true,,,,,
"Glitch Holo","Wolverine: Origin",54,true,,,,,
"Glitch Holo","Avengers Disassembled!",55,true,,,,,
"Glitch Holo","New Avengers",56,true,,,,,
"Glitch Holo","Runaways: Teenagers On The Run!",57,true,,,,,
"Glitch Holo","X-23",58,true,,,,,
"Glitch Holo","Wolverine: Public Enemy",59,true,,,,,
"Glitch Holo","New, Young Avengers",60,true,,,,,
"Glitch Holo","No More Mutants",61,true,,,,,
"Glitch Holo","Planet Hulk",62,true,,,,,
"Glitch Holo","Civil War",63,true,,,,,
"Glitch Holo","The Immortal Iron Fist",64,true,,,,,
"Glitch Holo","The Illuminati",65,true,,,,,
"Glitch Holo","The Death of Captain America",66,true,,,,,
"Glitch Holo","Annihilation",67,true,,,,,
"Glitch Holo","One More Day",68,true,,,,,
"Glitch Holo","Asgardians Reborn",69,true,,,,,
"Glitch Holo","A New Captain America",70,true,,,,,
"Glitch Holo","World War Hulk",71,true,,,,,
"Glitch Holo","Secret Invasion",72,true,,,,,
"Glitch Holo","Dark Reign Begins",73,true,,,,,
"Glitch Holo","Siege",74,true,,,,,
"Glitch Holo","The Heroic Age",75,true,,,,,
"Glitch Holo","The Death of The Human Torch",76,true,,,,,
"Glitch Holo","Fear Itself",77,true,,,,,
"Glitch Holo","Miles Morales: Spider-Man",78,true,,,,,
"Glitch Holo","The New Guardians of the Galaxy",79,true,,,,,
"Glitch Holo","Avengers Vs X-Men",80,true,,,,,
"Glitch Holo","The God Butcher",81,true,,,,,
"Glitch Holo","Superior Spider-Man",82,true,,,,,
"Glitch Holo","Age of Ultron",83,true,,,,,
"Glitch Holo","Infinity",84,true,,,,,
"Glitch Holo","The New Ms. Marvel",85,true,,,,,
"Glitch Holo","Who Killed The Watcher?",86,true,,,,,
"Glitch Holo","Spider-Gwen",87,true,,,,,
"Glitch Holo","Spider-Verse",88,true,,,,,
"Glitch Holo","Sam Wilson is Captain America",89,true,,,,,
"Glitch Holo","Secret Wars",90,true,,,,,
"Glitch Holo","The Goddess of Thunder",91,true,,,,,
"Glitch Holo","Secret Empire",92,true,,,,,
"Glitch Holo","The Krakoan Age",93,true,,,,,
"Glitch Holo","The King in Black is Coming!",94,true,,,,,
"Glitch Holo","Enter… Spider-Boy!",95,true,,,,,
"Glitch Holo","Ultimate Invasion",96,true,,,,,
"Glitch Holo","The New Ultimate Spider-Man",97,true,,,,,
"Glitch Holo","Blood Hunt",98,true,,,,,
"Glitch Holo","X-Men: From the Ashes…",99,true,,,,,
"Glitch Holo","One World Under Doom",100,true,,,,,
"Sparkle Holo","The Fantastic Four Are Born!",1,true,,,,,
"Sparkle Holo","With Great Power…",2,true,,,,,
"Sparkle Holo","The Return of Captain America!",3,true,,,,,
"Sparkle Holo","X-Men: The Strangest Super Heroes of All!",4,true,,,,,
"Sparkle Holo","Hawkeye Strikes!",5,true,,,,,
"Sparkle Holo","Final Chapter",6,true,,,,,
"Sparkle Holo","The Coming of Galactus",7,true,,,,,
"Sparkle Holo","The Black Panther!",8,true,,,,,
"Sparkle Holo","Face It, Tiger…",9,true,,,,,
"Sparkle Holo","Agent of S.H.I.E.L.D.!",10,true,,,,,
"Sparkle Holo","The Kree-Skrull War",11,true,,,,,
"Sparkle Holo","The Night Gwen Stacy Died",12,true,,,,,
"Sparkle Holo","The Champions!",13,true,,,,,
"Sparkle Holo","And Now… The Wolverine!",14,true,,,,,
"Sparkle Holo","X-Men: Second Genesis",15,true,,,,,
"Sparkle Holo","The Eternals",16,true,,,,,
"Sparkle Holo","What if…?",17,true,,,,,
"Sparkle Holo","Iron Man: Demon in a Bottle",18,true,,,,,
"Sparkle Holo","Dark Phoenix Saga",19,true,,,,,
"Sparkle Holo","The Death of Captain Marvel",20,true,,,,,
"Sparkle Holo","The Death of Elektra",21,true,,,,,
"Sparkle Holo","The New Captain Marvel",22,true,,,,,
"Sparkle Holo","Night of The Hobgoblin",23,true,,,,,
"Sparkle Holo","Professor Xavier is a Jerk!",24,true,,,,,
"Sparkle Holo","The Worthy Beta Ray Bill",25,true,,,,,
"Sparkle Holo","The Spectacular Spider-Ham!",26,true,,,,,
"Sparkle Holo","The Black Costume",27,true,,,,,
"Sparkle Holo","Apocalypse Now!",28,true,,,,,
"Sparkle Holo","Gray Hulk",29,true,,,,,
"Sparkle Holo","The Wedding of Peter and MJ",30,true,,,,,
"Sparkle Holo","Kraven's Last Hunt",31,true,,,,,
"Sparkle Holo","Armor Wars",32,true,,,,,
"Sparkle Holo","Venom",33,true,,,,,
"Sparkle Holo","Inferno",34,true,,,,,
"Sparkle Holo","She-Hulk Breaks the Fourth Wall",35,true,,,,,
"Sparkle Holo","Enter… Deadpool!",36,true,,,,,
"Sparkle Holo","Infinity Gauntlet",37,true,,,,,
"Sparkle Holo","X-Men: Mutant Genesis 2.0",38,true,,,,,
"Sparkle Holo","War Machine",39,true,,,,,
"Sparkle Holo","Carnage: Savage Genesis!",40,true,,,,,
"Sparkle Holo","An Invisible Enemy",41,true,,,,,
"Sparkle Holo","The Clone Saga Begins",42,true,,,,,
"Sparkle Holo","Age of Apocalypse",43,true,,,,,
"Sparkle Holo","Onslaught",44,true,,,,,
"Sparkle Holo","Heroes Reborn",45,true,,,,,
"Sparkle Holo","Night of the Goblin",46,true,,,,,
"Sparkle Holo","Justice, Like Lightning…",47,true,,,,,
"Sparkle Holo","Heroes Return",48,true,,,,,
"Sparkle Holo","Guardian Devil",49,true,,,,,
"Sparkle Holo","Earth X",50,true,,,,,
"Sparkle Holo","The Sentry",51,true,,,,,
"Sparkle Holo","The Ultimate Universe",52,true,,,,,
"Sparkle Holo","E is for Extinction",53,true,,,,,
"Sparkle Holo","Wolverine: Origin",54,true,,,,,
"Sparkle Holo","Avengers Disassembled!",55,true,,,,,
"Sparkle Holo","New Avengers",56,true,,,,,
"Sparkle Holo","Runaways: Teenagers On The Run!",57,true,,,,,
"Sparkle Holo","X-23",58,true,,,,,
"Sparkle Holo","Wolverine: Public Enemy",59,true,,,,,
"Sparkle Holo","New, Young Avengers",60,true,,,,,
"Sparkle Holo","No More Mutants",61,true,,,,,
"Sparkle Holo","Planet Hulk",62,true,,,,,
"Sparkle Holo","Civil War",63,true,,,,,
"Sparkle Holo","The Immortal Iron Fist",64,true,,,,,
"Sparkle Holo","The Illuminati",65,true,,,,,
"Sparkle Holo","The Death of Captain America",66,true,,,,,
"Sparkle Holo","Annihilation",67,true,,,,,
"Sparkle Holo","One More Day",68,true,,,,,
"Sparkle Holo","Asgardians Reborn",69,true,,,,,
"Sparkle Holo","A New Captain America",70,true,,,,,
"Sparkle Holo","World War Hulk",71,true,,,,,
"Sparkle Holo","Secret Invasion",72,true,,,,,
"Sparkle Holo","Dark Reign Begins",73,true,,,,,
"Sparkle Holo","Siege",74,true,,,,,
"Sparkle Holo","The Heroic Age",75,true,,,,,
"Sparkle Holo","The Death of The Human Torch",76,true,,,,,
"Sparkle Holo","Fear Itself",77,true,,,,,
"Sparkle Holo","Miles Morales: Spider-Man",78,true,,,,,
"Sparkle Holo","The New Guardians of the Galaxy",79,true,,,,,
"Sparkle Holo","Avengers Vs X-Men",80,true,,,,,
"Sparkle Holo","The God Butcher",81,true,,,,,
"Sparkle Holo","Superior Spider-Man",82,true,,,,,
"Sparkle Holo","Age of Ultron",83,true,,,,,
"Sparkle Holo","Infinity",84,true,,,,,
"Sparkle Holo","The New Ms. Marvel",85,true,,,,,
"Sparkle Holo","Who Killed The Watcher?",86,true,,,,,
"Sparkle Holo","Spider-Gwen",87,true,,,,,
"Sparkle Holo","Spider-Verse",88,true,,,,,
"Sparkle Holo","Sam Wilson is Captain America",89,true,,,,,
"Sparkle Holo","Secret Wars",90,true,,,,,
"Sparkle Holo","The Goddess of Thunder",91,true,,,,,
"Sparkle Holo","Secret Empire",92,true,,,,,
"Sparkle Holo","The Krakoan Age",93,true,,,,,
"Sparkle Holo","The King in Black is Coming!",94,true,,,,,
"Sparkle Holo","Enter… Spider-Boy!",95,true,,,,,
"Sparkle Holo","Ultimate Invasion",96,true,,,,,
"Sparkle Holo","The New Ultimate Spider-Man",97,true,,,,,
"Sparkle Holo","Blood Hunt",98,true,,,,,
"Sparkle Holo","X-Men: From the Ashes…",99,true,,,,,
"Sparkle Holo","One World Under Doom",100,true,,,,,
"Crossed Holo","The Fantastic Four Are Born!",1,true,,,,,
"Crossed Holo","With Great Power…",2,true,,,,,
"Crossed Holo","The Return of Captain America!",3,true,,,,,
"Crossed Holo","X-Men: The Strangest Super Heroes of All!",4,true,,,,,
"Crossed Holo","Hawkeye Strikes!",5,true,,,,,
"Crossed Holo","Final Chapter",6,true,,,,,
"Crossed Holo","The Coming of Galactus",7,true,,,,,
"Crossed Holo","The Black Panther!",8,true,,,,,
"Crossed Holo","Face It, Tiger…",9,true,,,,,
"Crossed Holo","Agent of S.H.I.E.L.D.!",10,true,,,,,
"Crossed Holo","The Kree-Skrull War",11,true,,,,,
"Crossed Holo","The Night Gwen Stacy Died",12,true,,,,,
"Crossed Holo","The Champions!",13,true,,,,,
"Crossed Holo","And Now… The Wolverine!",14,true,,,,,
"Crossed Holo","X-Men: Second Genesis",15,true,,,,,
"Crossed Holo","The Eternals",16,true,,,,,
